50781,49750
52701,50398
50921,49676
51005,50268
51144,50420
51052,50098
51236,50074
50548,50177
50422,50449
54716,52130
53255,52357
50745,50532
52692,52517
52577,53573
50289,51081
50450,50709
50764,51443
51073,51048
51349,54327
50152,50740
50430,55003
51439,56944
50154,50853
50895,51699
49698,52860
50556,58589
50310,52653
50635,56214
49319,52739
48381,57554
50062,52476
47948,54428
45515,60206
49357,58996
47694,53469
48205,55469
40189,55349
47623,52597
45113,52150
46741,52004
41252,56309
46544,55181
38422,50919
47133,52551
45464,49801
42370,57797
43244,55192
38442,56266
41530,54670
43137,53405
36418,51795
43990,51575
38660,47416
44148,47705
41755,53090
39415,49550
38747,40596
39036,48913
36986,51077
35825,43831
40951,39916
42080,36894
37599,46554
39005,46725
35113,47022
36398,46346
41500,48587
40080,42578
52817,32905
38671,46262
52377,39068
52836,33755
47385,39667
36183,40406
45968,40753
60222,39927
50995,31825
37758,35492
63978,42219
43168,41118
55745,37182
59065,39361
44448,33218
69739,46429
62105,37937
60515,37762
54255,38078
54661,34431
58483,29748
65531,38615
63328,54331
60002,30725
53976,34922
64250,35277
65365,44671
53998,30183
53374,33379
58679,63109
67999,56939
60339,68454
57277,32812
65077,48657
57631,73671
71800,45680
71185,47174
50589,73476
66876,44762
67975,41894
47911,74171
61919,70074
72273,43127
67475,38290
43105,69472
44421,68258
66348,61693
46627,70715
50938,76541
75034,41281
55097,76917
52225,71548
63317,74617
32562,62023
59368,72397
37840,75754
70444,62808
25264,56700
75849,62132
36025,68144
42332,71087
53559,77572
37727,70565
56367,72109
32748,66872
27105,62535
25712,34812
53083,77753
69734,73990
46633,79228
71958,73477
24412,43594
22230,60483
35574,68760
30877,25066
28921,37038
23716,40668
40848,27226
23225,60865
29605,73928
33478,21920
46512,21760
44299,21465
44362,23269
22774,47760
35269,26640
54877,24191
23011,53369
21085,48675
40381,83102
49633,15037
65725,21751
71739,30712
72634,23727
55208,15366
28629,28867
19476,36084
61029,15560
83018,45619
45578,16063
25025,22610
19013,44358
18447,30520
82877,53406
38288,16121
25466,25279
71159,19566
20965,42463
13927,51183
17157,34207
15657,40541
12421,46459
19379,46664
86915,35378
81381,45719
78602,34963
79891,71677
60024,87726
62293,17185
50654,9924
14332,29722
75134,79552
86696,69733
73081,79919
77179,20836
61904,88963
53062,85462
85616,58324
53006,85007
60805,85666
72966,78144
30296,78610
91868,47592
77698,77710
36893,15373
78254,20943
86265,65705
85556,27498
72193,20879
51563,9302
65746,15213
42119,95053
82075,31394
77370,24064
73830,81228
69347,89131
10170,61087
59412,90604
79279,25704
76609,87078
65389,8607
82050,20324
24173,20443
34370,93828
52642,92746
3796,34724
24177,86246
26075,15983
15816,73068
79540,23848
21425,81682
3476,55571
1810,58807
8633,70828
50010,95560
37610,2178
93599,57851
11756,72357
3627,38342
17730,83840
92786,33715
75368,85060
42264,2454
87781,19282
99000,42200
3954,25971
13953,85034
8448,72728
90428,69560
1073,61080
46385,5871
52161,94914
83989,11009
85035,16726
1656,38181
6466,57944
73860,89944
7752,40813
83154,12960
92002,70271
96639,51978
93462,30799
15681,21593
83977,78200
1000,50902
98970,59370
93312,35254
22957,9001
6155,65642
91958,66497
1837,49852
77508,90315
57606,8085
60445,96598
90809,66048
93086,74260
54946,93892
76382,89388
60694,7440
27934,9910
48659,2042
95133,51259
65792,94323
14481,22617
51955,87845
95963,43972
17096,83467
82881,69135
24380,23009
24131,80678
15215,29528
12257,45572
53715,7639
88457,51396
79982,19923
79604,24991
8622,66572
79510,75851
24737,77555
85479,38379
90092,68226
11865,34047
86318,70057
10816,58584
13654,47839
70111,81043
65721,87338
51655,91107
12588,37229
88851,48986
18528,33743
37418,19013
35448,15357
15986,45882
82890,73274
80065,35217
34987,12161
13154,67219
16940,40209
15777,37895
19894,71881
17626,26519
69821,26781
40263,88155
29518,18414
83001,44139
63569,19998
43997,12221
61410,84205
70281,23866
64845,21222
45173,81967
36890,20686
80075,29918
72969,78827
49465,19106
82788,37005
83352,42007
50773,19814
23565,57457
79213,46844
65846,73600
43945,15230
16350,57642
73948,37323
64010,21550
69880,68109
72578,37268
46245,80894
77173,65890
79684,59465
40801,27115
29758,74001
71103,62597
38196,28265
43966,21197
51708,78879
42606,26337
77737,61409
68928,33763
59443,74390
26706,54348
63385,27878
54548,72202
72913,54350
73888,64085
46441,25137
24410,60881
59465,76770
60206,27579
48497,77747
72064,68383
72570,63793
55538,79615
69827,33111
30498,70004
47822,77050
30766,48443
64488,32257
69445,46486
36340,68431
28702,36183
65485,38497
44416,73371
25669,54481
49130,29346
50230,72238
66041,65647
61746,67419
65450,62955
41844,67471
66878,66622
44602,27145
27438,60090
32889,51305
29557,36532
71373,57620
41155,62980
30459,58475
39804,37386
31235,40536
57853,33675
48269,33894
35330,62639
54062,29049
33683,45893
31459,44058
45337,64783
70153,56612
72385,48306
44341,68773
45275,63741
65480,50620
37022,61934
62835,53061
31674,58283
41776,64902
51622,69024
67465,58692
60794,38955
38891,54307
66164,42262
42177,39268
49816,66441
62950,43444
39665,47978
62873,46869
61858,54484
64363,54759
35474,44448
65201,45548
40471,36712
37523,59119
42852,36742
57079,65835
40186,40512
67183,51362
53394,40690
38176,38935
59067,37027
40739,45631
49134,38950
64664,48902
54584,39962
48950,41386
62929,53853
41219,50279
38771,58824
49232,65600
58133,54364
44996,62304
54221,43635
54388,59388
58480,59315
57605,49831
57128,44992
58185,52325
48340,45767
61765,56073
47023,38028
56420,40766
53780,61038
59012,46237
48625,46388
50790,58030
48357,46615
49584,52755
51731,56437
42959,54013
48399,46061
42676,47907
42069,48430
48663,49156
48351,39191
44972,49466
47683,47646
49425,53650
57806,49974
49126,50207
49401,51176
48687,43632
49536,51118
49174,48450
50569,50810
54932,43241
46177,54421
44954,47897
48887,49797
46615,47035
45751,44412
54639,45174
45236,50515
54183,52829
49243,49440
47439,49042
49208,51186
49469,48901
50130,53369
49718,51271
48552,49853
48972,47633
50197,50874
